"id","name","comment","street","city","phone","npwp","mobile","fax","email","no_rek","is_company","supplier","category_id"
"res_partner_7710","Kao Corporation",,,,,,,,,,,,"Manufacturer"
"res_partner_7720","Kapsulindo Nusantara",,,,,,,,,,,,"Manufacturer"
"res_partner_7730","Karsavicta Satya",,,,,,,,,,,,"Manufacturer"
"res_partner_7740","Karyana K. Plastik",,,,,,,,,,,,"Manufacturer"
"res_partner_7750","Katwijk Chemie bv",,,,,,,,,,,,"Manufacturer"
"res_partner_7760","KH Roberts",,,,,,,,,,,,"Manufacturer"
"res_partner_7770","KH Roberts PTE Ltd",,,,,,,,,,,,"Manufacturer"
"res_partner_7780","KH Roberts PTE LTD",,,,,,,,,,,,"Manufacturer"
"res_partner_7790","Konoshima",,,,,,,,,,,,"Manufacturer"
"res_partner_7800","Kyowa Hakko Kogyo",,,,,,,,,,,,"Manufacturer"
"res_partner_7810","Lecapseal Indonesia",,,,,,,,,,,,"Manufacturer"
"res_partner_7820","Liaoyuan Silver E.",,,,,,,,,,,,"Manufacturer"
"res_partner_7830","Linaria Chemicals",,,,,,,,,,,,"Manufacturer"
"res_partner_7840","Lipoid",,,,,,,,,,,,"Manufacturer"
"res_partner_7850","Lucas",,,,,,,,,,,,"Manufacturer"
"res_partner_7860","Lucas Djaja",,,,,,,,,,,,"Manufacturer"
"res_partner_7870","Lyhock Plast",,,,,,,,,,,,"Manufacturer"
"res_partner_7880","Lyondell south Asia",,,,,,,,,,,,"Manufacturer"
"res_partner_7890","LYSI",,,,,,,,,,,,"Manufacturer"
"res_partner_7900","Maestro Print",,,,,,,,,,,,"Manufacturer"
"res_partner_7910","Mafco Worldwide Corp",,,,,,,,,,,,"Manufacturer"
"res_partner_7920","Malladi Drug & Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_7930","Marin Liza Farmasi",,,,,,,,,,,,"Manufacturer"
"res_partner_7940","Mega Fine Pharma (p)",,,,,,,,,,,,"Manufacturer"
"res_partner_7950","Mehta Api Pvt.Ltd",,,,,,,,,,,,"Manufacturer"
"res_partner_7960","Mehta Phar Ind.",,,,,,,,,,,,"Manufacturer"
"res_partner_7970","Merck kgaA",,,,,,,,,,,,"Manufacturer"
"res_partner_7980","Mitra Herbal",,,,,,,,,,,,"Manufacturer"
"res_partner_7990","Mitra Selaras Abadi",,,,,,,,,,,,"Manufacturer"
"res_partner_8000","Mulia Glass",,,,,,,,,,,,"Manufacturer"
"res_partner_8010","Multi Hasta Mas",,,,,,,,,,,,"Manufacturer"
"res_partner_8020","Mutiara Offset P.",,,,,,,,,,,,"Manufacturer"
"res_partner_8030","Nachi Tape",,,,,,,,,,,,"Manufacturer"
"res_partner_8040","Nanjing Baijingyu P.",,,,,,,,,,,,"Manufacturer"
"res_partner_8050","Narmada Gelatine Ltd",,,,,,,,,,,,"Manufacturer"
"res_partner_8060","Ningxia Qiyuan Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_8070","Norbrook s.r.o.",,,,,,,,,,,,"Manufacturer"
"res_partner_8080","North China Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_8090","North China Phar G.",,,,,,,,,,,,"Manufacturer"
"res_partner_8100","North China Phar V.",,,,,,,,,,,,"Manufacturer"
"res_partner_8110","Novastell",,,,,,,,,,,,"Manufacturer"
"res_partner_8120","Oil Seed Extractions",,,,,,,,,,,,"Manufacturer"
"res_partner_8130","Panfix",,,,,,,,,,,,"Manufacturer"
"res_partner_8140","Penyou",,,,,,,,,,,,"Manufacturer"
"res_partner_8150","Permata Dunia Sukses",,,,,,,,,,,,"Manufacturer"
"res_partner_8160","PG. Rajawali II P",,,,,,,,,,,,"Manufacturer"
"res_partner_8170","Pharmacia & Up John",,,,,,,,,,,,"Manufacturer"
"res_partner_8180","Phytochemindo Reksa",,,,,,,,,,,,"Manufacturer"
"res_partner_8190","Prima Figur Pertama",,,,,,,,,,,,"Manufacturer"
"res_partner_8200","PT. Packindo",,,,,,,,,,,,"Manufacturer"
"res_partner_8210","Purac Biochem bv",,,,,,,,,,,,"Manufacturer"
"res_partner_8220","Qianjiang Yongan P.",,,,,,,,,,,,"Manufacturer"
"res_partner_8230","Qingdao",,,,,,,,,,,,"Manufacturer"
"res_partner_8240","R.T. Vanderbilt Co.",,,,,,,,,,,,"Manufacturer"
"res_partner_8250","Raja Tawon",,,,,,,,,,,,"Manufacturer"
"res_partner_8260","Rak Ghani",,,,,,,,,,,,"Manufacturer"
"res_partner_8270","Recordati",,,,,,,,,,,,"Manufacturer"
"res_partner_8280","Rhodia Silicones SAS",,,,,,,,,,,,"Manufacturer"
"res_partner_8290","Rousselot (Da'an)",,,,,,,,,,,,"Manufacturer"
"res_partner_8300","Rousselot(Guangdong)",,,,,,,,,,,,"Manufacturer"
"res_partner_8310","RZBC IMP & EXP",,,,,,,,,,,,"Manufacturer"
"res_partner_8320","RZBC IMP & EXP Co.",,,,,,,,,,,,"Manufacturer"
"res_partner_8330","Sachtleben Pigment G",,,,,,,,,,,,"Manufacturer"
"res_partner_8340","Samator Inti P.",,,,,,,,,,,,"Manufacturer"
"res_partner_8350","Sanlit Inti Plastik",,,,,,,,,,,,"Manufacturer"
"res_partner_8360","Sanofi Aventis",,,,,,,,,,,,"Manufacturer"
"res_partner_8370","Santo Plastik",,,,,,,,,,,,"Manufacturer"
"res_partner_8380","Sarakamandiri S.",,,,,,,,,,,,"Manufacturer"
"res_partner_8390","Satelit plastik",,,,,,,,,,,,"Manufacturer"
"res_partner_8400","Schott Igar Glass",,,,,,,,,,,,"Manufacturer"
"res_partner_8410","Sensient Colors UK",,,,,,,,,,,,"Manufacturer"
"res_partner_8420","Sentra Husada",,,,,,,,,,,,"Manufacturer"
"res_partner_8430","Sentra Usahatama J.",,,,,,,,,,,,"Manufacturer"
"res_partner_8440","Seppic",,,,,,,,,,,,"Manufacturer"
"res_partner_8450","Shandong Dingxin",,,,,,,,,,,,"Manufacturer"
"res_partner_8460","Shandong G. G. C Ltd",,,,,,,,,,,,"Manufacturer"
"res_partner_8470","Shandong Phar.",,,,,,,,,,,,"Manufacturer"
"res_partner_8480","Shandong Xinhua Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_8490","Shanghai Passiono I.",,,,,,,,,,,,"Manufacturer"
"res_partner_8500","Shell Chemical",,,,,,,,,,,,"Manufacturer"
"res_partner_8510","Shouguang Fukang P.",,,,,,,,,,,,"Manufacturer"
"res_partner_8520","Sichuan Xieli Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_8530","Sinar Goldsindo",,,,,,,,,,,,"Manufacturer"
"res_partner_8540","Sinarmas Oleochem",,,,,,,,,,,,"Manufacturer"
"res_partner_8550","Sinochem",,,,,,,,,,,,"Manufacturer"
"res_partner_8560","Sinochem T. C Ltd.",,,,,,,,,,,,"Manufacturer"
"res_partner_8570","SM Biomed",,,,,,,,,,,,"Manufacturer"
"res_partner_8580","Smart Labs Indonesia",,,,,,,,,,,,"Manufacturer"
"res_partner_8590","Sonnerborn Inc.",,,,,,,,,,,,"Manufacturer"
"res_partner_8600","Soon Soon Oilmills",,,,,,,,,,,,"Manufacturer"
"res_partner_8610","Sozhou Fine Chemical",,,,,,,,,,,,"Manufacturer"
"res_partner_8620","Stearinerie Dubois",,,,,,,,,,,,"Manufacturer"
"res_partner_8630","Stellar Chem Lab Pvt",,,,,,,,,,,,"Manufacturer"
"res_partner_8640","Sun Plan Development",,,,,,,,,,,,"Manufacturer"
"res_partner_8650","Sunda jaya",,,,,,,,,,,,"Manufacturer"
"res_partner_8660","Sunripe",,,,,,,,,,,,"Manufacturer"
"res_partner_8670","Supriya Lifescience",,,,,,,,,,,,"Manufacturer"
"res_partner_8680","Symrise",,,,,,,,,,,,"Manufacturer"
"res_partner_8690","Takehara Kagayu K.",,,,,,,,,,,,"Manufacturer"
"res_partner_8700","Taurus Chemical (p)",,,,,,,,,,,,"Manufacturer"
"res_partner_8710","Teva Czech Industrie",,,,,,,,,,,,"Manufacturer"
"res_partner_8720","The United Lab.",,,,,,,,,,,,"Manufacturer"
"res_partner_8730","Tianjin Changjie C.",,,,,,,,,,,,"Manufacturer"
"res_partner_8740","Tomita Pharm",,,,,,,,,,,,"Manufacturer"
"res_partner_8750","Tomita Pharmaceutic",,,,,,,,,,,,"Manufacturer"
"res_partner_8760","Tronox Pigment GmbH",,,,,,,,,,,,"Manufacturer"
"res_partner_8770","Truchemic",,,,,,,,,,,,"Manufacturer"
"res_partner_8780","Tunggal Jaya P. I.",,,,,,,,,,,,"Manufacturer"
"res_partner_8790","Ueno Fine Chemicals",,,,,,,,,,,,"Manufacturer"
"res_partner_8800","Ultra prima plastik",,,,,,,,,,,,"Manufacturer"
"res_partner_8810","Unilabs Chemicals",,,,,,,,,,,,"Manufacturer"
"res_partner_8820","Univar Colour England",,,,,,,,,,,,"Manufacturer"
"res_partner_8830","Van Houthen",,,,,,,,,,,,"Manufacturer"
"res_partner_8840","Venkatarama Chemical",,,,,,,,,,,,"Manufacturer"
"res_partner_8850","Verben S.A.",,,,,,,,,,,,"Manufacturer"
"res_partner_8860","Virchow Laboratories",,,,,,,,,,,,"Manufacturer"
"res_partner_8870","Wacker Chemicals",,,,,,,,,,,,"Manufacturer"
"res_partner_8880","Warner",,,,,,,,,,,,"Manufacturer"
"res_partner_8890","Warung Islami Bogor",,,,,,,,,,,,"Manufacturer"
"res_partner_8900","Wenling Tongda Fine",,,,,,,,,,,,"Manufacturer"
"res_partner_8910","West Pharmaceutical",,,,,,,,,,,,"Manufacturer"
"res_partner_8920","Western Drugs LTD",,,,,,,,,,,,"Manufacturer"
"res_partner_8930","Wilmar Nabati INA",,,,,,,,,,,,"Manufacturer"
"res_partner_8940","Wockhardt Limited",,,,,,,,,,,,"Manufacturer"
"res_partner_8950","Woodland Food I.",,,,,,,,,,,,"Manufacturer"
"res_partner_8960","Wuhan Sanjiang S.G.B",,,,,,,,,,,,"Manufacturer"
"res_partner_8970","Wuhan Wuyao Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_8980","Wuhan Youji",,,,,,,,,,,,"Manufacturer"
"res_partner_8990","Xinfa Pharmaceutical",,,,,,,,,,,,"Manufacturer"
"res_partner_9000","Yangzhong B. C. F.",,,,,,,,,,,,"Manufacturer"
"res_partner_9010","Yung Zip Chemical I.",,,,,,,,,,,,"Manufacturer"
"res_partner_9020","Zhangjiagang S. B.",,,,,,,,,,,,"Manufacturer"
"res_partner_9030","Zhaoxian Yalong I.",,,,,,,,,,,,"Manufacturer"
"res_partner_9040","Zhejiang Hisoar Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_9050","Zhejiang Jiangfeng H",,,,,,,,,,,,"Manufacturer"
"res_partner_9060","Zhejiang Medecine",,,,,,,,,,,,"Manufacturer"
"res_partner_9070","Zhejiang Qiming Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_9080","Zhejiang Wanbang",,,,,,,,,,,,"Manufacturer"
"res_partner_9090","Zhejiang Xianju",,,,,,,,,,,,"Manufacturer"
"res_partner_9100","Zhucheng Haotian P.",,,,,,,,,,,,"Manufacturer"
"res_partner_9110","Zhuhai United Lab.",,,,,,,,,,,,"Manufacturer"
"res_partner_9120","Shandong P. G. C Ltd",,,,,,,,,,,,"Manufacturer"
"res_partner_9130","Artha Kharisma",,,,,,,,,,,,"Manufacturer"
"res_partner_9140","Adeka Corporation",,,,,,,,,,,,"Manufacturer"
"res_partner_9150","Local Manufacturer",,,,,,,,,,,,"Manufacturer"
"res_partner_9160","Lucas Djaya",,,,,,,,,,,,"Manufacturer"
