"id","default_code","name","seller_ids/product_name","seller_ids/name","uom_id","uom_po_id","categ_id","list_price","route_ids","cost_method","valuation","type","purchase_ok","active","sale_ok","is_header"
"bahan_baku_1140","ANI0010101","Niacinamide, Western Drugs LTD","Nicotinamide/ Vitamin B3","Western Drugs LTD","g","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1150","AOH0010101","Ondansetron HCl, Candila","Ondansetron HCl","Candila","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1160","AOX0010101","Oxytocin, Hemmo Phar Private","Oxytocin Solution (Synthetic)","Hemmo Phar Private","Liter(s)","Liter(s)","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1170","APE0010101","Pectin, CP Kelco Brasil S/A","Genu Pectine Type 105 Rapid set","CP Kelco Brasil S/A","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1180","APH0010101","Papaverine HCl, Recordati","Papaverine HCl","Recordati","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1190","APH0020101","Phenylpropanolamine HCl, Cheng fong Chemical","Phenylpropanolamine HCl","Cheng fong Chemical","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1200","APH0030101","Phenylephrine HCl, Malladi Drug & Phar","Phenylephrine HCl","Malladi Drug & Phar","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1210","APH0030201","Phenylephrine HCl, Cheng fong Chemical","Phenylephrine HCl","Cheng fong Chemical","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1220","APH0040101","Procaine HCl, Norbrook s.r.o.","Procaine HCl","Norbrook s.r.o.","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1230","APH0050101","Promethazine HCl, Chang zhou Kang Da P","Promethazine HCl","Chang zhou Kang Da P","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1240","APH0060101","Pyridoxine HCl (Injeksi), DSM Nutritional Prod","Pyridoxine HCl/ Vitamin B6 (Sediaan Injeksi)","DSM Nutritional Prod","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1250","APH0070101","Pyridoxine HCl (Oral), Jiangxi Tianxin Phar","Pyridoxine HCl/ Vitamin B6 (Sediaan Oral)","Jiangxi Tianxin Phar","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1260","API0010101","Piracetam, Ferrer Equim S.A","Piracetam","Ferrer Equim S.A","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1270","API0020101","Povidone Iodine, Unilabs Chemicals","Povidone Iodine","Unilabs Chemicals","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1280","API0020201","Povidone Iodine, Basf","Povidone Iodine","Basf","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1290","API0020301","Povidone Iodine, ISP Sales (UK) Ltd.","Povidone Iodine","ISP Sales (UK) Ltd.","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1300","API0020401","Povidone Iodine, China Jiangsu","Povidone Iodine","China Jiangsu","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1310","APS0010101","Phenytoin Sodium, Katwijk Chemie bv","Phenytoin Sodium","Katwijk Chemie bv","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1320","ARP0010101","Riboflavin 5-phosphat sodium, DSM Nutritional Prod","Riboflavin 5-phosphat sodium","DSM Nutritional Prod","g","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1330","ASI0010101","Simethicone, Basildon Chem","BC Simethicone Antifoam PD30","Basildon Chem","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1340","ASI0010201","Simethicone, Rhodia Silicones SAS","22657 Silb Antim 70460","Rhodia Silicones SAS","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1350","ASS0010101","Sodium Selenite, Merck kgaA","Sodium Selenite pentahydrate No. Cat  1.06607","Merck kgaA","g","g","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1360","ASU0010101","Sulfamethoxazole, Virchow Laboratories","Sulphamethoxazole Micronized","Virchow Laboratories","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1370","ATA0010101","Taurine, Qianjiang Yongan P.","Taurine JP8","Qianjiang Yongan P.","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1380","ATA0020101","Tranexamic Acid, Verben S.A.","Tranexamic acid","Verben S.A.","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1390","ATA0020201","Tranexamic Acid, Andard Mount C.","Tranexamic acid","Andard Mount C.","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1400","ATH0010101","Tetracycline HCl, North China Phar G.","Tetracycline HCl","North China Phar G.","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1410","ATH0010201","Tetracycline HCl, Ningxia Qiyuan Phar","Tetracycline HCl","Ningxia Qiyuan Phar","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1420","ATH0020101","Thiamine HCl (Injeksi), DSM Nutritional Prod","Thiamine HCl/ Vitamin B1 (Sediaan Injeksi)","DSM Nutritional Prod","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1430","ATH0030101","Thiamine HCl (Oral), Jiangsu Brother Vit.","Thiamine HCl/ Vitamin B1 (Sediaan Oral)","Jiangsu Brother Vit.","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1440","ATH0040101","Tramadol HCl, Chemagis, Ltd","Tramadol HCl","Chemagis, Ltd","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1450","ATR0010101","Trimethoprim, Shouguang Fukang P.","Trimethoprim","Shouguang Fukang P.","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1460","ATR0010201","Trimethoprim, Shandong Xinhua Phar","Trimethoprim","Shandong Xinhua Phar","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1470","ATR0020101","Troxerutin, Ichimaru Co.,Ltd","Troxerutin","Ichimaru Co.,Ltd","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1480","ATR0020201","Troxerutin, Sichuan Xieli Phar","Troxerutin","Sichuan Xieli Phar","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1490","AVA0010101","Vitamin A Palmitate, BASF","Vitamin A Palmitate 1,7 Mio IU/G","BASF","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1500","AVA0010201","Vitamin A Palmitate, DSM Nutritional Prod","Vitamin A Palmitate 1,7 Mio IU/G","DSM Nutritional Prod","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1510","AVD0010101","Vitamin D 100 CWS, DSM Nutritional Prod","Dry Vitamin D3 100 CWS","DSM Nutritional Prod","g","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1520","AVE0010101","Vitamin E 50% CWS/S, DSM Nutritional Prod","Vitamin E (DL-Alpha-tocopheryl acetate)","DSM Nutritional Prod","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1530","AVE0010201","Vitamin E 50% CWS/S, Zhejiang Medecine","Vitamin E (DL-Alpha-tocopheryl acetate)","Zhejiang Medecine","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1540","AVE0020101","Vitamin E (DL-Alpha-t acetate), DSM Nutritional Prod","Vitamin E (DL-Alpha-tocopheryl acetate)","DSM Nutritional Prod","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1550","AVE0030101","Vitamin E Type 50% SD, DSM Nutritional Prod","Vitamin E Type 50% SD","DSM Nutritional Prod","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1560","AYE0010201","Yeast Extraction, Anggel Yeast","Dry Yeast Type F-50","Anggel Yeast","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1570","AZS0010101","Zinc Sulfate, Merck kgaA","Zinc Sulfate No. Cat 1.08882","Merck kgaA","kg","kg","Bahan Awal Aktif",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1580","BAA0010101","Acetic Acid Glacial, Merck kgaA","Acetic Acid Glacial No. Cat 100063","Merck kgaA","Liter(s)","Liter(s)","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1590","BAA0010201","Acetic Acid Glacial, JT Baker","Acetic Acid Glacial No. Cat 9508","JT Baker","Liter(s)","Liter(s)","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1600","BAG0010101","Apple Green, Sensient Colors UK","Apple Green","Sensient Colors UK","g","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1610","BAD0010101","Alcohol Denatured, Karsavicta Satya","Denatured Ethanol 95%  (SDA BIT 6)","Karsavicta Satya","Liter(s)","Liter(s)","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1620","BAL0010101","Alcohol, Karsavicta Satya","Ethanol 95%","Karsavicta Satya","Liter(s)","Liter(s)","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1630","BAL0010201","Alcohol, PG. Rajawali II P","Alkohol Teknis 95%","PG. Rajawali II P","Liter(s)","Liter(s)","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1640","BAO0010101","Anise Oil, Symrise","Anisie Oil Extra ADS 339765","Symrise","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1650","BAS0010101","Ammonia Solution, Brataco","Ammonia Liquid","Brataco","Liter(s)","Liter(s)","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1660","BBA0010101","Benzyl Alcohol, Merck kgaA","Benzyl alcohol No. Cat 1.00987","Merck kgaA","Liter(s)","Liter(s)","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1670","BBA0010201","Benzyl Alcohol, JT. Baker","Benzyl alcohol No. Cat 9050","JT. Baker","Liter(s)","Liter(s)","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1680","BBC0010101","Benzalkonium Chloride, Merck kgaA","Benzalkonium Klorida (Phemerol Klorida) (BKC) No. Cat 817032","Merck kgaA","g","g","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1690","BCA0010101","Citric Acid Anhydrous, RZBC IMP & EXP","Citric Acid Anhydrous (sediaan oral)","RZBC IMP & EXP","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1700","BCA0010201","Citric Acid Anhydrous, Budi Acid Jaya","Citric Acid Anhydrous (sediaan oral)","Budi Acid Jaya","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1710","BCA0020101","Citric Acid Monohydrate, Merck kgaA","Citric Acid monohydrate No. Cat 1.00244 (sediaan injeksi)","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1720","BCB0010101","Coffe Brown, Sensient Colors UK","Coffe Brown","Sensient Colors UK","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1730","BCN0010101","Capsule No 0 Black - Scarlet, Kapsulindo Nusantara","Capsule No 0 Black (0990) - Scarlet (2740)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1740","BCN0020101","Capsule No 0 Brown - Flesh, Kapsulindo Nusantara","Capsule No 0 Brown (7645) - Flesh (4355)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1750","BCN0030101","Capsule No 0 Green - Green, Kapsulindo Nusantara","Capsule No 0 Green (5630) - Green (5630)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1760","BCN0040101","Capsule No 0 Maroon - Maroon, Kapsulindo Nusantara","Capsule No 0 Maroon (7760) - Maroon (7760)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1770","BCN0050101","Capsule No 0 Red - Orange, Kapsulindo Nusantara","Capsule No 0 Red (3830) - Orange (3300)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1780","BCN0060101","Capsule No 0 Scarlet - Scarlet, Kapsulindo Nusantara","Capsule No 0 Scarlet (2740) - Scarlet (2740)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1790","BCN0070101","Capsule No 0 Green - Yellow, Kapsulindo Nusantara","Capsule No 0 Green (5630) - Yellow (4630)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1800","BCN0080101","Capsule No 0 Yellow - Yellow, Kapsulindo Nusantara","Capsule No 0 Yellow (4630) - Yellow (4630)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1810","BCN0090101","Capsule No 2 Blue - Green, Kapsulindo Nusantara","Capsule No 2 Blue (6930) - L. Green (6691)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1820","BCN0090201","Capsule No 2 Blue - Green, Capsugel","Capsule No 2 M Green OP (17.771) - D. Blue OP (54.716)","Capsugel","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1830","BCN0100101","Capsule No 2 L Green - White, Kapsulindo Nusantara","Capsule No 2 L Green (6691) - White (9090)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1840","BCN0110101","Capsule No 2 Yellow - Yellow, Kapsulindo Nusantara","Capsule No 2 Yellow (462) - Yellow (462)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1850","BCN0120101","Capsule No 2 Black - Scarlet, Kapsulindo Nusantara","Capsule No 2 Black (0990) - Scarlet (2740)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1860","BCN0130101","Capsule No 2 Blue - Ivory, Kapsulindo Nusantara","Capsule No 2 Blue (6120) - Ivory (4120)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1870","BCN0140101","Capsule No 2 Blue - White, Kapsulindo Nusantara","Capsule No 2 Blue (6630) - White (9090)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1880","BCN0150101","Capsule No 2 Green - Yellow, Kapsulindo Nusantara","Capsule No 2 Green (5630) - Yellow (4630)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1890","BCN0160101","Capsule No 2 Green - White, Kapsulindo Nusantara","Capsule No 2 Green (5630) - White (9090)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1900","BCN0160201","Capsule No 2 Green - White, Capsugel","Capsule No 2 M Green OP (17.771) - White OP (44.700)","Capsugel","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1910","BCN0170101","Capsule No 2 Orange - Orange, Kapsulindo Nusantara","Capsule No 2 Orange (3710) - Orange (3710)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1920","BCN0180101","Capsule No 2 Orange - Yellow, Kapsulindo Nusantara","Capsule No 2 Orange (354) - Yellow (463)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_1930","BCN0190101","Capsule No 2 Scarlet - Grey, Kapsulindo Nusantara","Capsule No 2 Scarlet (2730) - Grey (9160)","Kapsulindo Nusantara","Pcs","Pcs","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
