id,diagnosis,name,description,description_1,exclusion_f,pre_existing_f,standard_fee,standard_treatment_day,diagnosis_map,poly,last_opr,allowed_f,last_update
diagnosis222,A40.1,"Septicaemia due to streptococcus, group B","Septicaemia due to streptococcus, group B",,0,0,0,0,01401,,,1,
diagnosis223,A40.2,"Septicaemia due to streptococcus, group D","Septicaemia due to streptococcus, group D",,0,0,0,0,01402,,,1,
diagnosis224,A40.3,Septicaemia due to Streptococcus pneumoniae,Septicaemia due to Streptococcus pneumoniae,,0,0,0,0,01403,,,1,
diagnosis225,A40.8,Other streptococcal septicaemia,Other streptococcal septicaemia,,0,0,0,0,01408,,,1,
diagnosis226,A40.9,"Streptococcal septicaemia, unspecified","Streptococcal septicaemia, unspecified",,0,0,0,0,01409,,,1,
diagnosis227,A41,Other septicaemia,Other septicaemia,,0,0,0,0,0141,,,1,
diagnosis228,A41.0,Septicaemia due to Staphylococcus aureus,Septicaemia due to Staphylococcus aureus,,0,0,0,0,01410,,,1,
diagnosis229,A41.1,Septicaemia due to other specified staphylococcus,Septicaemia due to other specified staphylococcus,,0,0,0,0,01411,,,1,
diagnosis230,A41.2,Septicaemia due to unspecified staphylococcus,Septicaemia due to unspecified staphylococcus,,0,0,0,0,01412,,,1,
diagnosis231,A41.3,Septicaemia due to Haemophilus influenzae,Septicaemia due to Haemophilus influenzae,,0,0,0,0,01413,,,1,
diagnosis232,A41.4,Septicaemia due to anaerobes,Septicaemia due to anaerobes,,0,0,0,0,01414,,,1,
diagnosis233,A41.5,Septicaemia due to other Gram-negative organisms,Septicaemia due to other Gram-negative organisms,,0,0,0,0,01415,,,1,
diagnosis234,A41.8,Other specified septicaemia,Other specified septicaemia,,0,0,0,0,01418,,,1,
diagnosis235,A41.9,"Septicaemia, unspecified","Septicaemia, unspecified",,0,0,0,0,01419,,,1,
diagnosis236,A42,ACTINOMYCOSIS,ACTINOMYCOSIS,,0,0,,,0142,,,1,
diagnosis237,A42.0,Pulmonary actinomycosis,Pulmonary actinomycosis,,0,0,0,0,01420,,,1,
diagnosis238,A42.1,Abdominal actinomycosis,Abdominal actinomycosis,,0,0,0,0,01421,,,1,
diagnosis239,A42.2,Cervicofacial actinomycosis,Cervicofacial actinomycosis,,0,0,0,0,01422,,,1,
diagnosis240,A42.7,Actinomycotic septicaemia,Actinomycotic septicaemia,,0,0,0,0,01427,,,1,
diagnosis241,A42.8,Other forms of actinomycosis,Other forms of actinomycosis,,0,0,0,0,01428,,,1,
diagnosis242,A42.9,"Actinomycosis, unspecified","Actinomycosis, unspecified",,0,0,0,0,01429,,,1,
diagnosis243,A43,Nocardiosis,Nocardiosis,,0,0,0,0,0143,,,1,
diagnosis244,A43.0,Pulmonary nocardiosis,Pulmonary nocardiosis,,0,0,0,0,01430,,,1,
diagnosis245,A43.1,Cutaneous nocardiosis,Cutaneous nocardiosis,,0,0,0,0,01431,,,1,
diagnosis246,A43.8,Other forms of nocardiosis,Other forms of nocardiosis,,0,0,0,0,01438,,,1,
diagnosis247,A43.9,"Nocardiosis, unspecified","Nocardiosis, unspecified",,0,0,0,0,01439,,,1,
diagnosis248,A44,BARTONELLOSIS,BARTONELLOSIS,,0,0,,,0144,,,1,
diagnosis249,A44.0,Systemic bartonellosis,Systemic bartonellosis,,0,0,0,0,01440,,,1,
diagnosis250,A44.1,Cutaneous and mucocutaneous bartonellosis,Cutaneous and mucocutaneous bartonellosis,,0,0,0,0,01441,,,1,
diagnosis251,A44.8,Other forms of bartonellosis,Other forms of bartonellosis,,0,0,0,0,01448,,,1,
diagnosis252,A44.9,"Bartonellosis, unspecified","Bartonellosis, unspecified",,0,0,0,0,01449,,,1,
diagnosis253,A46,ERYSIPELAS,ERYSIPELAS,,0,0,,,0146,,,1,
diagnosis254,A48,"Other bacterial diseases, not elsewhere classified","Other bacterial diseases, not elsewhere classified",,0,0,0,0,0148,,,1,
diagnosis255,A48.0,GAS GANGGRENE,GAS GANGGRENE,,0,0,,,01480,,,1,
diagnosis256,A48.1,Legionnaires' disease,Legionnaires' disease,,0,0,0,0,01481,,,1,
diagnosis257,A48.2,Nonpneumonic Legionnaires' disease [Pontiac fever],Nonpneumonic Legionnaires' disease [Pontiac fever],,0,0,0,0,01482,,,1,
diagnosis258,A48.3,TOXIIC SHOCK SYNDROME,TOXIIC SHOCK SYNDROME,,0,0,,,01483,,,1,
diagnosis259,A48.4,Brazilian purpuric fever,Brazilian purpuric fever,,0,0,0,0,01484,,,1,
diagnosis260,A48.8,Other specified bacterial diseases,Other specified bacterial diseases,,0,0,0,0,01488,,,1,
diagnosis261,A49,BACTERIAL INFECTION OF UNSPECIFIED SITE,BACTERIAL INFECTION OF UNSPECIFIED SITE,,0,0,,,0149,,,1,
diagnosis262,A49.0,"Staphylococcal infection, unspecified","Staphylococcal infection, unspecified",,0,0,0,0,01490,,,1,
diagnosis263,A49.1,"Streptococcal infection, unspecified","Streptococcal infection, unspecified",,0,0,0,0,01491,,,1,
diagnosis264,A49.2,"Haemophilus influenzae infection, unspecified","Haemophilus influenzae infection, unspecified",,0,0,0,0,01492,,,1,
diagnosis265,A49.3,"Mycoplasma infection, unspecified","Mycoplasma infection, unspecified",,0,0,0,0,01493,,,1,
diagnosis266,A49.8,Other bacterial infections of unspecified site,Other bacterial infections of unspecified site,,0,0,0,0,01498,,,1,
diagnosis267,A49.9,"Bacterial infection, unspecified","Bacterial infection, unspecified",,0,0,0,0,01499,,,1,
diagnosis268,A50,CONGENITAL SYPHILIS,CONGENITAL SYPHILIS,,0,0,,,0150,,,1,
diagnosis269,A50.0,EARLY CONGENITAL SYPHILIS- SYMTOMATIC,EARLY CONGENITAL SYPHILIS- SYMTOMATIC,,0,0,,,01500,,,1,
diagnosis270,A50.1,EARLY CONGENITAL SYPHILIS- LATENT,EARLY CONGENITAL SYPHILIS- LATENT,,0,0,,,01501,,,1,
diagnosis271,A50.2,"Early congenital syphilis, unspecified","Early congenital syphilis, unspecified",,0,0,0,0,01502,,,1,
diagnosis272,A50.3,Late congenital syphilitic oculopathy,Late congenital syphilitic oculopathy,,0,0,0,0,01503,,,1,
diagnosis273,A50.4,Late congenital neurosyphilis [juvenile neurosyphilis],Late congenital neurosyphilis [juvenile neurosyphilis],,0,0,0,0,01504,,,1,
diagnosis274,A50.5,"Other late congenital syphilis, symptomatic","Other late congenital syphilis, symptomatic",,0,0,0,0,01505,,,1,
diagnosis275,A50.6,"Late congenital syphilis, latent","Late congenital syphilis, latent",,0,0,0,0,01506,,,1,
diagnosis276,A50.7,"Late congenital syphilis, unspecified","Late congenital syphilis, unspecified",,0,0,0,0,01507,,,1,
diagnosis277,A50.9,"Congenital syphilis, unspecified","Congenital syphilis, unspecified",,0,0,0,0,01509,,,1,
diagnosis278,A51,EARLY SYPHILIS,EARLY SYPHILIS,,0,0,,,0151,,,1,
diagnosis279,A51.0,Primary genital syphilis,Primary genital syphilis,,0,0,0,0,01510,,,1,
diagnosis280,A51.1,Primary anal syphilis,Primary anal syphilis,,0,0,0,0,01511,,,1,
diagnosis281,A51.2,Primary syphilis of other sites,Primary syphilis of other sites,,0,0,0,0,01512,,,1,
diagnosis282,A51.3,Secondary syphilis of skin and mucous membranes,Secondary syphilis of skin and mucous membranes,,0,0,0,0,01513,,,1,
diagnosis283,A51.4,Other secondary syphilis,Other secondary syphilis,,0,0,0,0,01514,,,1,
diagnosis284,A51.5,"Early syphilis, latent","Early syphilis, latent",,0,0,0,0,01515,,,1,
diagnosis285,A51.9,"Early syphilis, unspecified","Early syphilis, unspecified",,0,0,0,0,01519,,,1,
diagnosis286,A52,LATE SYPHILIS,LATE SYPHILIS,,0,0,,,0152,,,1,
diagnosis287,A52.0+,Cardiovascular syphilis,Cardiovascular syphilis,,0,0,0,0,01520+,,,1,
diagnosis288,A52.1,Symptomatic neurosyphilis,Symptomatic neurosyphilis,,0,0,0,0,01521,,,1,
diagnosis289,A52.2,Asymptomatic neurosyphilis,Asymptomatic neurosyphilis,,0,0,0,0,01522,,,1,
diagnosis290,A52.3,"Neurosyphilis, unspecified","Neurosyphilis, unspecified",,0,0,0,0,01523,,,1,
diagnosis291,A52.7,Other symptomatic late syphilis,Other symptomatic late syphilis,,0,0,0,0,01527,,,1,
diagnosis292,A52.8,"Late syphilis, latent","Late syphilis, latent",,0,0,0,0,01528,,,1,
diagnosis293,A52.9,"Late syphilis, unspecified","Late syphilis, unspecified",,0,0,0,0,01529,,,1,
diagnosis294,A53,Other and unspecified syphilis,Other and unspecified syphilis,,0,0,0,0,0153,,,1,
diagnosis295,A53.0,"Latent syphilis, unspecified as early or late","Latent syphilis, unspecified as early or late",,0,0,0,0,01530,,,1,
diagnosis296,A53.9,"Syphilis, unspecified","Syphilis, unspecified",,0,0,0,0,01539,,,1,
diagnosis297,A54,GONOCOCCAL INFECTION,GONOCOCCAL INFECTION,,0,0,,,0154,,,1,
diagnosis298,A54.0,Gonococcal infection of lower genitourinary tract withoutperiurethral or accessory gland abscess,Gonococcal infection of lower genitourinary tract withoutperiurethral or accessory gland abscess,,0,0,0,0,01540,,,1,
diagnosis299,A54.1,Gonococcal infection of lower genitourinary tract with periurethraland accessory gland abscess,Gonococcal infection of lower genitourinary tract with periurethraland accessory gland abscess,,0,0,0,0,01541,,,1,
diagnosis300,A54.2+,Gonococcal pelviperitonitis and other gonococcal genitourinaryinfections,Gonococcal pelviperitonitis and other gonococcal genitourinaryinfections,,0,0,0,0,01542+,,,1,
diagnosis301,A54.3,Gonococcal infection of eye,Gonococcal infection of eye,,0,0,0,0,01543,,,1,
diagnosis302,A54.4+,Gonococcal infection of musculoskeletal system,Gonococcal infection of musculoskeletal system,,0,0,0,0,01544+,,,1,
diagnosis303,A54.5,Gonococcal pharyngitis,Gonococcal pharyngitis,,0,0,0,0,01545,,,1,
diagnosis304,A54.6,Gonococcal infection of anus and rectum,Gonococcal infection of anus and rectum,,0,0,0,0,01546,,,1,
diagnosis305,A54.8,Other gonococcal infections,Other gonococcal infections,,0,0,0,0,01548,,,1,
diagnosis306,A54.9,GONOCOCCAL INFECTION- U NSPECIFIED,GONOCOCCAL INFECTION- U NSPECIFIED,,0,0,,,01549,,,1,
diagnosis307,A55,CHLAMYDIAL LYMPHOGRANULOMA (VENEREUM),CHLAMYDIAL LYMPHOGRANULOMA (VENEREUM),,0,0,,,0155,,,1,
diagnosis308,A56,OTHER SEXUALLY TRANMITTED CHLAMYDIAL DISEASES,OTHER SEXUALLY TRANMITTED CHLAMYDIAL DISEASES,,0,0,,,0156,,,1,
diagnosis309,A56.0,Chlamydial infection of lower genitourinary tract,Chlamydial infection of lower genitourinary tract,,0,0,0,0,01560,,,1,
diagnosis310,A56.1+,Chlamydial infection of pelviperitoneum and other genitourinaryorgans,Chlamydial infection of pelviperitoneum and other genitourinaryorgans,,0,0,0,0,01561+,,,1,
diagnosis311,A56.2,"Chlamydial infection of genitourinary tract, unspecified","Chlamydial infection of genitourinary tract, unspecified",,0,0,0,0,01562,,,1,
diagnosis312,A56.3,Chlamydial infection of anus and rectum,Chlamydial infection of anus and rectum,,0,0,0,0,01563,,,1,
diagnosis313,A56.4,Chlamydial infection of pharynx,Chlamydial infection of pharynx,,0,0,0,0,01564,,,1,
diagnosis314,A56.8,Sexually transmitted chlamydial infection of other sites,Sexually transmitted chlamydial infection of other sites,,0,0,0,0,01568,,,1,
diagnosis315,A57,CHANCROID,CHANCROID,,0,0,,,0157,,,1,
diagnosis316,A58,GRANULOMA INGUINALE,GRANULOMA INGUINALE,,0,0,,,0158,,,1,
diagnosis317,A59,TRICHOMONIASIS,TRICHOMONIASIS,,0,0,,,0159,,,1,
diagnosis318,A59.0,UROGENITAL TRICHOMONIASIS,UROGENITAL TRICHOMONIASIS,,0,0,,,01590,,,1,
diagnosis319,A59.8,Trichomoniasis of other sites,Trichomoniasis of other sites,,0,0,0,0,01598,,,1,
diagnosis320,A59.9,"Trichomoniasis, unspecified","Trichomoniasis, unspecified",,0,0,0,0,01599,,,1,
diagnosis321,A60,ANOGENITAL HERPESVIRAL (HERPES SIMPLEX) INFECTION,ANOGENITAL HERPESVIRAL (HERPES SIMPLEX) INFECTION,,0,0,,,0160,,,1,
diagnosis322,A60.0,HERPESVIRAL INFECTION OF GENETALIA AND UROGENITALIA TRACT,HERPESVIRAL INFECTION OF GENETALIA AND UROGENITALIA TRACT,,0,0,,,01600,,,1,
diagnosis323,A60.1,HERPESVIRAL INFECTION OF PERIANAL SKIN AND RECTUM,HERPESVIRAL INFECTION OF PERIANAL SKIN AND RECTUM,,0,0,,,01601,,,1,
diagnosis324,A60.9,"Anogenital herpesviral infection, unspecified","Anogenital herpesviral infection, unspecified",,0,0,0,0,01609,,,1,
diagnosis325,A63,OTHER PREDONINANTLY SEXUALLY TRANMITTED DISEASES- NOT ELSEWHERE CLASSIFIED,OTHER PREDONINANTLY SEXUALLY TRANMITTED DISEASES- NOT ELSEWHERE CLASSIFIED,,0,0,,,0163,,,1,
diagnosis326,A63.0,Anogenital (venereal) warts,Anogenital (venereal) warts,,0,0,0,0,01630,,,1,
diagnosis327,A63.8,Other specified predominantly sexually transmitted diseases,Other specified predominantly sexually transmitted diseases,,0,0,0,0,01638,,,1,
diagnosis328,A64,UNSPECIFIED SEXUALLY TRANSMITTED DISEASE,UNSPECIFIED SEXUALLY TRANSMITTED DISEASE,,0,0,,,0164,,,1,
diagnosis329,A65,Nonvenereal syphilis,Nonvenereal syphilis,,0,0,0,0,0165,,,1,
diagnosis330,A66,Yaws,Yaws,,0,0,0,0,0166,,,1,
diagnosis331,A66.0,Initial lesions of yaws,Initial lesions of yaws,,0,0,0,0,01660,,,1,
diagnosis332,A66.1,Multiple papillomata and wet crab yaws,Multiple papillomata and wet crab yaws,,0,0,0,0,01661,,,1,
diagnosis333,A66.2,Other early skin lesions of yaws,Other early skin lesions of yaws,,0,0,0,0,01662,,,1,
diagnosis334,A66.3,Hyperkeratosis of yaws,Hyperkeratosis of yaws,,0,0,0,0,01663,,,1,
diagnosis335,A66.4,Gummata and ulcers of yaws,Gummata and ulcers of yaws,,0,0,0,0,01664,,,1,
diagnosis336,A66.5,Gangosa,Gangosa,,0,0,0,0,01665,,,1,
diagnosis337,A66.6,Bone and joint lesions of yaws,Bone and joint lesions of yaws,,0,0,0,0,01666,,,1,
diagnosis338,A66.7,Other manifestations of yaws,Other manifestations of yaws,,0,0,0,0,01667,,,1,
diagnosis339,A66.8,Latent yaws,Latent yaws,,0,0,0,0,01668,,,1,
diagnosis340,A66.9,"Yaws, unspecified","Yaws, unspecified",,0,0,0,0,01669,,,1,
diagnosis341,A67,Pinta [carate],Pinta [carate],,0,0,0,0,0167,,,1,
diagnosis342,A67.0,Primary lesions of pinta,Primary lesions of pinta,,0,0,0,0,01670,,,1,
diagnosis343,A67.1,Intermediate lesions of pinta,Intermediate lesions of pinta,,0,0,0,0,01671,,,1,
diagnosis344,A67.2,Late lesions of pinta,Late lesions of pinta,,0,0,0,0,01672,,,1,
diagnosis345,A67.3,Mixed lesions of pinta,Mixed lesions of pinta,,0,0,0,0,01673,,,1,
diagnosis346,A67.9,"Pinta, unspecified","Pinta, unspecified",,0,0,0,0,01679,,,1,
diagnosis347,A68,Relapsing fevers,Relapsing fevers,,0,0,0,0,0168,,,1,
diagnosis348,A68.0,Louse-borne relapsing fever,Louse-borne relapsing fever,,0,0,0,0,01680,,,1,
diagnosis349,A68.1,Tick-borne relapsing fever,Tick-borne relapsing fever,,0,0,0,0,01681,,,1,
diagnosis350,A68.9,"Relapsing fever, unspecified","Relapsing fever, unspecified",,0,0,0,0,01689,,,1,
diagnosis351,A69,Other spirochaetal infections,Other spirochaetal infections,,0,0,0,0,0169,,,1,
diagnosis352,A69.0,NECROTIZING ULCERATIVE STOMATITIS,NECROTIZING ULCERATIVE STOMATITIS,,0,0,,,01690,,,1,
diagnosis353,A69.1,Other Vincent's infections,Other Vincent's infections,,0,0,0,0,01691,,,1,
diagnosis354,A69.2,Lyme disease,Lyme disease,,0,0,0,0,01692,,,1,
diagnosis355,A69.8,Other specified spirochaetal infections,Other specified spirochaetal infections,,0,0,0,0,01698,,,1,
diagnosis356,A69.9,"Spirochaetal infection, unspecified","Spirochaetal infection, unspecified",,0,0,0,0,01699,,,1,
diagnosis357,A70,CHLAMYDIA PSITTACI INFECTION,CHLAMYDIA PSITTACI INFECTION,,0,0,,,0170,,,1,
diagnosis358,A71,TRACHOMA,TRACHOMA,,0,0,,,0171,,,1,
diagnosis359,A71.0,Initial stage of trachoma,Initial stage of trachoma,,0,0,0,0,01710,,,1,
diagnosis360,A71.1,Active stage of trachoma,Active stage of trachoma,,0,0,0,0,01711,,,1,
diagnosis361,A71.9,"Trachoma, unspecified","Trachoma, unspecified",,0,0,0,0,01719,,,1,
diagnosis362,A74,Other diseases caused by chlamydiae,Other diseases caused by chlamydiae,,0,0,0,0,0174,,,1,
diagnosis363,A74.0,CLAMYDIAL CONJUCTIVITIS,CLAMYDIAL CONJUCTIVITIS,,0,0,,,01740,,,1,
diagnosis364,A74.0+,Chlamydial conjunctivitis (H13.1*),Chlamydial conjunctivitis (H13.1*),,0,0,0,0,01740+,,,1,
diagnosis365,A74.8,Other chlamydial diseases,Other chlamydial diseases,,0,0,0,0,01748,,,1,
diagnosis366,A74.9,"Chlamydial infection, unspecified","Chlamydial infection, unspecified",,0,0,0,0,01749,,,1,
diagnosis367,A75,TYPHUS FEVER,TYPHUS FEVER,,0,0,,,0175,,,1,
diagnosis368,A75.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,,0,0,0,0,01750,,,1,
diagnosis369,A75.1,Recrudescent typhus [Brill's disease],Recrudescent typhus [Brill's disease],,0,0,0,0,01751,,,1,
diagnosis370,A75.2,Typhus fever due to Rickettsia typhi,Typhus fever due to Rickettsia typhi,,0,0,0,0,01752,,,1,
diagnosis371,A75.3,Typhus fever due to Rickettsia tsutsugamushi,Typhus fever due to Rickettsia tsutsugamushi,,0,0,0,0,01753,,,1,
diagnosis372,A75.9,"Typhus fever, unspecified","Typhus fever, unspecified",,0,0,0,0,01759,,,1,
diagnosis373,A77,Spotted fever [tick-borne rickettsioses],Spotted fever [tick-borne rickettsioses],,0,0,0,0,0177,,,1,
diagnosis374,A77.0,Spotted fever due to Rickettsia rickettsii,Spotted fever due to Rickettsia rickettsii,,0,0,0,0,01770,,,1,
diagnosis375,A77.1,Spotted fever due to Rickettsia conorii,Spotted fever due to Rickettsia conorii,,0,0,0,0,01771,,,1,
diagnosis376,A77.2,Spotted fever due to Rickettsia sibirica,Spotted fever due to Rickettsia sibirica,,0,0,0,0,01772,,,1,
diagnosis377,A77.3,Spotted fever due to Rickettsia australis,Spotted fever due to Rickettsia australis,,0,0,0,0,01773,,,1,
diagnosis378,A77.8,Other spotted fevers,Other spotted fevers,,0,0,0,0,01778,,,1,
diagnosis379,A77.9,"Spotted fever, unspecified","Spotted fever, unspecified",,0,0,0,0,01779,,,1,
diagnosis380,A78,Q fever,Q fever,,0,0,0,0,0178,,,1,
diagnosis381,A79,Other rickettsioses,Other rickettsioses,,0,0,0,0,0179,,,1,
diagnosis382,A79.0,Trench fever,Trench fever,,0,0,0,0,01790,,,1,
diagnosis383,A79.1,Rickettsialpox due to Rickettsia akari,Rickettsialpox due to Rickettsia akari,,0,0,0,0,01791,,,1,
diagnosis384,A79.8,Other specified rickettsioses,Other specified rickettsioses,,0,0,0,0,01798,,,1,
diagnosis385,A79.9,"Rickettsiosis, unspecified","Rickettsiosis, unspecified",,0,0,0,0,01799,,,1,
diagnosis386,A80,ACUTE POLIOMYELITIS,ACUTE POLIOMYELITIS,,0,0,,,0180,,,1,
diagnosis387,A80.0,"Acute paralytic poliomyelitis, vaccine-associated","Acute paralytic poliomyelitis, vaccine-associated",,0,0,0,0,01800,,,1,
diagnosis388,A80.1,"Acute paralytic poliomyelitis, wild virus, imported","Acute paralytic poliomyelitis, wild virus, imported",,0,0,0,0,01801,,,1,
diagnosis389,A80.2,"Acute paralytic poliomyelitis, wild virus, indigenous","Acute paralytic poliomyelitis, wild virus, indigenous",,0,0,0,0,01802,,,1,
diagnosis390,A80.3,"Acute paralytic poliomyelitis, other and unspecified","Acute paralytic poliomyelitis, other and unspecified",,0,0,0,0,01803,,,1,
diagnosis391,A80.4,Acute nonparalytic poliomyelitis,Acute nonparalytic poliomyelitis,,0,0,0,0,01804,,,1,
diagnosis392,A80.9,"Acute poliomyelitis, unspecified","Acute poliomyelitis, unspecified",,0,0,0,0,01809,,,1,
diagnosis393,A81,Slow virus infections of central nervous system,Slow virus infections of central nervous system,,0,0,0,0,0181,,,1,
diagnosis394,A81.0,Creutzfeldt-Jakob disease,Creutzfeldt-Jakob disease,,0,0,0,0,01810,,,1,
diagnosis395,A81.1,Subacute sclerosing panencephalitis,Subacute sclerosing panencephalitis,,0,0,0,0,01811,,,1,
diagnosis396,A81.2,Progressive multifocal leukoencephalopathy,Progressive multifocal leukoencephalopathy,,0,0,0,0,01812,,,1,
diagnosis397,A81.8,Other slow virus infections of central nervous system,Other slow virus infections of central nervous system,,0,0,0,0,01818,,,1,
diagnosis398,A81.9,"Slow virus infection of central nervous system, unspecified","Slow virus infection of central nervous system, unspecified",,0,0,0,0,01819,,,1,
diagnosis399,A82,RABIES,RABIES,,0,0,,,0182,,,1,
diagnosis400,A82.0,Sylvatic rabies,Sylvatic rabies,,0,0,0,0,01820,,,1,
diagnosis401,A82.1,Urban rabies,Urban rabies,,0,0,0,0,01821,,,1,
diagnosis402,A82.9,"Rabies, unspecified","Rabies, unspecified",,0,0,0,0,01829,,,1,
diagnosis403,A83,Mosquito-borne viral encephalitis,Mosquito-borne viral encephalitis,,0,0,0,0,0183,,,1,
diagnosis404,A83.0,Japanese encephalitis,Japanese encephalitis,,0,0,0,0,01830,,,1,
diagnosis405,A83.1,Western equine encephalitis,Western equine encephalitis,,0,0,0,0,01831,,,1,
diagnosis406,A83.2,Eastern equine encephalitis,Eastern equine encephalitis,,0,0,0,0,01832,,,1,
diagnosis407,A83.3,St Louis encephalitis,St Louis encephalitis,,0,0,0,0,01833,,,1,
diagnosis408,A83.4,Australian encephalitis,Australian encephalitis,,0,0,0,0,01834,,,1,
diagnosis409,A83.5,California encephalitis,California encephalitis,,0,0,0,0,01835,,,1,
diagnosis410,A83.6,Rocio virus disease,Rocio virus disease,,0,0,0,0,01836,,,1,
diagnosis411,A83.8,Other mosquito-borne viral encephalitis,Other mosquito-borne viral encephalitis,,0,0,0,0,01838,,,1,
diagnosis412,A83.9,"Mosquito-borne viral encephalitis, unspecified","Mosquito-borne viral encephalitis, unspecified",,0,0,0,0,01839,,,1,
diagnosis413,A84,Tick-borne viral encephalitis,Tick-borne viral encephalitis,,0,0,0,0,0184,,,1,
diagnosis414,A84.0,Far Eastern tick-borne encephalitis [Russian spring-summerencephalitis],Far Eastern tick-borne encephalitis [Russian spring-summerencephalitis],,0,0,0,0,01840,,,1,
diagnosis415,A84.1,Central European tick-borne encephalitis,Central European tick-borne encephalitis,,0,0,0,0,01841,,,1,
diagnosis416,A84.8,Other tick-borne viral encephalitis,Other tick-borne viral encephalitis,,0,0,0,0,01848,,,1,
diagnosis417,A84.9,"Tick-borne viral encephalitis, unspecified","Tick-borne viral encephalitis, unspecified",,0,0,0,0,01849,,,1,
diagnosis418,A85,"OTHER VIRAL ENCEPHALITIS, NOT ELSEWHERE CLASSIFIED","OTHER VIRAL ENCEPHALITIS, NOT ELSEWHERE CLASSIFIED",,0,0,,,0185,,,1,
diagnosis419,A85.0,ENTEROVIRAL ENCEPHALITIS,ENTEROVIRAL ENCEPHALITIS,,0,0,,,01850,,,1,
diagnosis420,A85.0+,Enteroviral encephalitis (G05.1*),Enteroviral encephalitis (G05.1*),,0,0,0,0,01850+,,,1,
